year,month,monthly_return,monthly_avg_price,inflation_rate,inflation_annual_change,mean_fed_funds_rate,year_to_date_return,time_period,decade
1988,7,-1.72%,303233.97000000003,4.0777,0.41,7.57,16.61,not so recent,'80s
1988,8,1.93%,309077.8,4.0777,0.41,7.57,16.61,not so recent,'80s
1988,9,3.80%,320827.75,4.0777,0.41,7.57,16.61,not so recent,'80s
1988,10,-2.02%,314346.24,4.0777,0.41,7.57,16.61,not so recent,'80s
1988,11,2.33%,321657.79000000004,4.0777,0.41,7.57,16.61,not so recent,'80s
1988,12,3.51%,332956.52,4.0777,0.41,7.57,16.61,not so recent,'80s
1989,1,3.30%,343943.6,4.827,0.75,9.21,31.69,not so recent,'80s
1989,2,-0.16%,343387.58,4.827,0.75,9.21,31.69,not so recent,'80s
1989,3,3.56%,355628.66,4.827,0.75,9.21,31.69,not so recent,'80s
1989,4,4.12%,370263.85,4.827,0.75,9.21,31.69,not so recent,'80s
1989,5,3.39%,382825.51,4.827,0.75,9.21,31.69,not so recent,'80s
1989,6,2.80%,393545.29,4.827,0.75,9.21,31.69,not so recent,'80s
1989,7,4.69%,412005.53,4.827,0.75,9.21,31.69,not so recent,'80s
1989,8,0.46%,413882.36,4.827,0.75,9.21,31.69,not so recent,'80s
1989,9,0.29%,415067.13,4.827,0.75,9.21,31.69,not so recent,'80s
1989,10,-1.81%,407539.67,4.827,0.75,9.21,31.69,not so recent,'80s
1989,11,2.74%,418692.84,4.827,0.75,9.21,31.69,not so recent,'80s
1989,12,-2.21%,409434.59,4.827,0.75,9.21,31.69,not so recent,'80s
1990,1,-2.53%,399087.43000000005,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,2,2.71%,409891.39,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,3,0.20%,410694.72,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,4,3.85%,426510.27,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,5,3.17%,440030.46,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,6,0.17%,440777.3,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,7,-7.86%,406126.79,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,8,-4.34%,388496.58,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,9,-2.32%,379499.9,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,10,2.98%,390823.47,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,11,4.59%,408749,5.398,0.57,8.1,-3.1,not so recent,'90s
1990,12,-0.69%,405948.37,5.398,0.57,8.1,-3.1,not so recent,'90s
1991,1,11.61%,453065.89,4.235,-1.16,5.69,30.47,recent,'90s
1991,2,3.04%,466860.02,4.235,-1.16,5.69,30.47,recent,'90s
1991,3,2.26%,477405.59,4.235,-1.16,5.69,30.47,recent,'90s
1991,4,-0.18%,476551.61,4.235,-1.16,5.69,30.47,recent,'90s
1991,5,0.35%,478205.3,4.235,-1.16,5.69,30.47,recent,'90s
1991,6,0.78%,481937.62,4.235,-1.16,5.69,30.47,recent,'90s
1991,7,2.68%,494848.41,4.235,-1.16,5.69,30.47,recent,'90s
1991,8,-0.30%,493348.52,4.235,-1.16,5.69,30.47,recent,'90s
1991,9,0.18%,494244.67,4.235,-1.16,5.69,30.47,recent,'90s
1991,10,0.02%,494322.74,4.235,-1.16,5.69,30.47,recent,'90s
1991,11,0.94%,498945.35,4.235,-1.16,5.69,30.47,recent,'90s
1991,12,7.36%,535657.87,4.235,-1.16,5.69,30.47,recent,'90s
1992,1,-0.60%,532439.4,3.0288,-1.21,3.52,7.62,recent,'90s
1992,2,-1.01%,527049.1,3.0288,-1.21,3.52,7.62,recent,'90s
1992,3,0.26%,528442.1,3.0288,-1.21,3.52,7.62,recent,'90s
1992,4,2.07%,539372.14,3.0288,-1.21,3.52,7.62,recent,'90s
1992,5,-1.33%,532203.22,3.0288,-1.21,3.52,7.62,recent,'90s
1992,6,1.91%,542379.66,3.0288,-1.21,3.52,7.62,recent,'90s
1992,7,0.94%,547487.3500000001,3.0288,-1.21,3.52,7.62,recent,'90s
1992,8,0.38%,549557.88,3.0288,-1.21,3.52,7.62,recent,'90s
1992,9,-1.18%,543061.8,3.0288,-1.21,3.52,7.62,recent,'90s
1992,10,2.76%,558033.49,3.0288,-1.21,3.52,7.62,recent,'90s
1992,11,3.27%,576287.88,3.0288,-1.21,3.52,7.62,recent,'90s
1992,12,0.14%,577111.3600000001,3.0288,-1.21,3.52,7.62,recent,'90s
1993,1,1.72%,587062.1799999999,2.9517,-0.08,3.02,10.08,recent,'90s
1993,2,2.15%,599684.92,2.9517,-0.08,3.02,10.08,recent,'90s
1993,3,-1.34%,591638.6699999999,2.9517,-0.08,3.02,10.08,recent,'90s
1993,4,0.72%,595926.42,2.9517,-0.08,3.02,10.08,recent,'90s
1993,5,0.87%,601082.2799999999,2.9517,-0.08,3.02,10.08,recent,'90s
1993,6,0.06%,601448.9600000001,2.9517,-0.08,3.02,10.08,recent,'90s
1993,7,1.76%,612049.2899999999,2.9517,-0.08,3.02,10.08,recent,'90s
1993,8,1.35%,620342.39,2.9517,-0.08,3.02,10.08,recent,'90s
1993,9,1.24%,628046.4600000001,2.9517,-0.08,3.02,10.08,recent,'90s
1993,10,0.01%,628093.8400000001,2.9517,-0.08,3.02,10.08,recent,'90s
1993,11,0.89%,633666.1699999999,2.9517,-0.08,3.02,10.08,recent,'90s
1993,12,1.74%,644665.8500000001,2.9517,-0.08,3.02,10.08,recent,'90s
1994,1,-0.08%,644177.8300000001,2.6074,-0.34,4.21,1.32,recent,'90s
1994,2,-1.42%,635005.91,2.6074,-0.34,4.21,1.32,recent,'90s
1994,3,-3.35%,613756.22,2.6074,-0.34,4.21,1.32,recent,'90s
1994,4,1.06%,620251.24,2.6074,-0.34,4.21,1.32,recent,'90s
1994,5,1.11%,627124.2,2.6074,-0.34,4.21,1.32,recent,'90s
1994,6,-0.52%,623870.21,2.6074,-0.34,4.21,1.32,recent,'90s
1994,7,3.08%,643098.38,2.6074,-0.34,4.21,1.32,recent,'90s
1994,8,0.82%,648355.48,2.6074,-0.34,4.21,1.32,recent,'90s
1994,9,-0.44%,645476.74,2.6074,-0.34,4.21,1.32,recent,'90s
1994,10,-0.37%,643089.23,2.6074,-0.34,4.21,1.32,recent,'90s
1994,11,-1.03%,636493.02,2.6074,-0.34,4.21,1.32,recent,'90s
1994,12,2.45%,652094.57,2.6074,-0.34,4.21,1.32,recent,'90s
1995,1,3.82%,676998.6799999999,2.8054,0.2,5.83,37.58,recent,'90s
1995,2,2.56%,694317.4500000001,2.8054,0.2,5.83,37.58,recent,'90s
1995,3,3.22%,716643.6,2.8054,0.2,5.83,37.58,recent,'90s
1995,4,3.35%,740635.11,2.8054,0.2,5.83,37.58,recent,'90s
1995,5,3.18%,764175.62,2.8054,0.2,5.83,37.58,recent,'90s
1995,6,3.55%,791284.59,2.8054,0.2,5.83,37.58,recent,'90s
1995,7,0.51%,795344.87,2.8054,0.2,5.83,37.58,recent,'90s
1995,8,3.72%,824913.12,2.8054,0.2,5.83,37.58,recent,'90s
1995,9,0.91%,832441.01,2.8054,0.2,5.83,37.58,recent,'90s
1995,10,2.36%,852073.1699999999,2.8054,0.2,5.83,37.58,recent,'90s
1995,11,3.39%,880951.11,2.8054,0.2,5.83,37.58,recent,'90s
1995,12,0.16%,882383.3600000001,2.8054,0.2,5.83,37.58,recent,'90s
1996,1,5.90%,934482.74,2.9312,0.13,5.3,22.96,recent,'90s
1996,2,-0.20%,932607.26,2.9312,0.13,5.3,22.96,recent,'90s
1996,3,0.20%,934444.89,2.9312,0.13,5.3,22.96,recent,'90s
1996,4,2.35%,956449.44,2.9312,0.13,5.3,22.96,recent,'90s
1996,5,1.28%,968678.54,2.9312,0.13,5.3,22.96,recent,'90s
1996,6,-3.48%,935001.8,2.9312,0.13,5.3,22.96,recent,'90s
1996,7,3.08%,963760.15,2.9312,0.13,5.3,22.96,recent,'90s
1996,8,2.02%,983264.02,2.9312,0.13,5.3,22.96,recent,'90s
1996,9,4.12%,1023769.56,2.9312,0.13,5.3,22.96,recent,'90s
1996,10,5.05%,1075491.24,2.9312,0.13,5.3,22.96,recent,'90s
1996,11,1.20%,1088378.07,2.9312,0.13,5.3,22.96,recent,'90s
1996,12,3.26%,1123832.42,2.9312,0.13,5.3,22.96,recent,'90s
1997,1,4.36%,1172844.59,2.3377,-0.59,5.46,33.36,recent,'90s
1997,2,-0.62%,1165529.73,2.3377,-0.59,5.46,33.36,recent,'90s
1997,3,-3.41%,1125840.57,2.3377,-0.59,5.46,33.36,recent,'90s
1997,4,9.22%,1229618.65,2.3377,-0.59,5.46,33.36,recent,'90s
1997,5,5.34%,1295241.25,2.3377,-0.59,5.46,33.36,recent,'90s
1997,6,5.74%,1369535.31,2.3377,-0.59,5.46,33.36,recent,'90s
1997,7,0.35%,1374298.41,2.3377,-0.59,5.46,33.36,recent,'90s
1997,8,1.19%,1390680.15,2.3377,-0.59,5.46,33.36,recent,'90s
1997,9,1.65%,1413562.07,2.3377,-0.59,5.46,33.36,recent,'90s
1997,10,-1.15%,1397277.22,2.3377,-0.59,5.46,33.36,recent,'90s
1997,11,2.63%,1434090.12,2.3377,-0.59,5.46,33.36,recent,'90s
1997,12,0.24%,1437490.1800000002,2.3377,-0.59,5.46,33.36,recent,'90s
1998,1,6.40%,1529520.58,1.5523,-0.79,5.35,28.58,recent,'90s
1998,2,5.31%,1610782.05,1.5523,-0.79,5.35,28.58,recent,'90s
1998,3,3.41%,1665640.06,1.5523,-0.79,5.35,28.58,recent,'90s
1998,4,-0.22%,1661944.71,1.5523,-0.79,5.35,28.58,recent,'90s
1998,5,0.12%,1663880.16,1.5523,-0.79,5.35,28.58,recent,'90s
1998,6,4.47%,1738216.78,1.5523,-0.79,5.35,28.58,recent,'90s
1998,7,-6.97%,1617045.56,1.5523,-0.79,5.35,28.58,recent,'90s
1998,8,-4.90%,1537835.39,1.5523,-0.79,5.35,28.58,recent,'90s
1998,9,1.29%,1557686.64,1.5523,-0.79,5.35,28.58,recent,'90s
1998,10,10.97%,1728633.16,1.5523,-0.79,5.35,28.58,recent,'90s
1998,11,4.10%,1799578.08,1.5523,-0.79,5.35,28.58,recent,'90s
1998,12,5.05%,1890415.15,1.5523,-0.79,5.35,28.58,recent,'90s
1999,1,-0.07%,1889154.05,2.188,0.64,4.97,21.04,recent,'90s
1999,2,2.92%,1944383.65,2.188,0.64,4.97,21.04,recent,'90s
1999,3,4.25%,2027020.39,2.188,0.64,4.97,21.04,recent,'90s
1999,4,-0.10%,2025017.05,2.188,0.64,4.97,21.04,recent,'90s
1999,5,-0.61%,2012628.66,2.188,0.64,4.97,21.04,recent,'90s
1999,6,4.52%,2103647.52,2.188,0.64,4.97,21.04,recent,'90s
1999,7,-3.77%,2024247.75,2.188,0.64,4.97,21.04,recent,'90s
1999,8,-0.60%,2012142.41,2.188,0.64,4.97,21.04,recent,'90s
1999,9,-1.27%,1986538.48,2.188,0.64,4.97,21.04,recent,'90s
1999,10,7.11%,2127700.9,2.188,0.64,4.97,21.04,recent,'90s
1999,11,2.81%,2187462.29,2.188,0.64,4.97,21.04,recent,'90s
1999,12,-0.12%,2184860.69,2.188,0.64,4.97,21.04,recent,'90s
2000,1,-2.48%,2130718.15,3.3769,1.19,6.24,-9.1,recent,2000s
2000,2,3.94%,2214688.76,3.3769,1.19,6.24,-9.1,recent,2000s
2000,3,1.42%,2246240.67,3.3769,1.19,6.24,-9.1,recent,2000s
2000,4,-2.84%,2182474.52,3.3769,1.19,6.24,-9.1,recent,2000s
2000,5,3.16%,2251516.67,3.3769,1.19,6.24,-9.1,recent,2000s
2000,6,0.85%,2270662.27,3.3769,1.19,6.24,-9.1,recent,2000s
2000,7,0.94%,2291999.94,3.3769,1.19,6.24,-9.1,recent,2000s
2000,8,-1.08%,2267254.3499999996,3.3769,1.19,6.24,-9.1,recent,2000s
2000,9,-5.21%,2149034.5,3.3769,1.19,6.24,-9.1,recent,2000s
2000,10,-0.77%,2132431.8299999996,3.3769,1.19,6.24,-9.1,recent,2000s
2000,11,-3.32%,2061633.52,3.3769,1.19,6.24,-9.1,recent,2000s
2000,12,0.46%,2071014.11,3.3769,1.19,6.24,-9.1,recent,2000s
2001,1,-2.14%,2026771.91,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,2,-9.08%,1842742.99,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,3,0.45%,1851011.26,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,4,6.88%,1978348.48,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,5,-2.39%,1931092.62,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,6,-2.66%,1879721.17,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,7,-2.05%,1841265.09,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,8,-11.25%,1634172.03,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,9,3.18%,1686204.58,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,10,5.05%,1771410.96,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,11,1.47%,1797380.72,2.8262,-0.55,3.88,-11.89,recent,2000s
2001,12,-0.30%,1792030.11,2.8262,-0.55,3.88,-11.89,recent,2000s
2002,1,-3.35%,1731947.48,1.586,-1.24,1.67,-22.1,recent,2000s
2002,2,4.95%,1817596.97,1.586,-1.24,1.67,-22.1,recent,2000s
2002,3,-3.51%,1753718.76,1.586,-1.24,1.67,-22.1,recent,2000s
2002,4,-2.82%,1704257.37,1.586,-1.24,1.67,-22.1,recent,2000s
2002,5,-5.92%,1603349,1.586,-1.24,1.67,-22.1,recent,2000s
2002,6,-10.76%,1430852.71,1.586,-1.24,1.67,-22.1,recent,2000s
2002,7,1.14%,1447147.13,1.586,-1.24,1.67,-22.1,recent,2000s
2002,8,-4.76%,1378295.78,1.586,-1.24,1.67,-22.1,recent,2000s
2002,9,-1.37%,1359453.89,1.586,-1.24,1.67,-22.1,recent,2000s
2002,10,6.63%,1449525.55,1.586,-1.24,1.67,-22.1,recent,2000s
2002,11,-1.04%,1434522.07,1.586,-1.24,1.67,-22.1,recent,2000s
2002,12,-0.22%,1431330,1.586,-1.24,1.67,-22.1,recent,2000s
2003,1,-6.41%,1339512.53,2.2701,0.68,1.13,28.68,recent,2000s
2003,2,1.31%,1357031.99,2.2701,0.68,1.13,28.68,recent,2000s
2003,3,5.29%,1428762.79,2.2701,0.68,1.13,28.68,recent,2000s
2003,4,5.31%,1504661.6900000002,2.2701,0.68,1.13,28.68,recent,2000s
2003,5,5.70%,1590490.38,2.2701,0.68,1.13,28.68,recent,2000s
2003,6,0.60%,1599968.12,2.2701,0.68,1.13,28.68,recent,2000s
2003,7,-0.17%,1597306.99,2.2701,0.68,1.13,28.68,recent,2000s
2003,8,3.16%,1647800.75,2.2701,0.68,1.13,28.68,recent,2000s
2003,9,2.03%,1681215.33,2.2701,0.68,1.13,28.68,recent,2000s
2003,10,1.21%,1701567.89,2.2701,0.68,1.13,28.68,recent,2000s
2003,11,3.06%,1753700.71,2.2701,0.68,1.13,28.68,recent,2000s
2003,12,4.93%,1840245.16,2.2701,0.68,1.13,28.68,recent,2000s
2004,1,1.09%,1860242.41,2.6772,0.41,1.35,10.88,recent,2000s
2004,2,-1.57%,1831125.96,2.6772,0.41,1.35,10.88,recent,2000s
2004,3,0.97%,1848853.76,2.6772,0.41,1.35,10.88,recent,2000s
2004,4,-2.56%,1801444.47,2.6772,0.41,1.35,10.88,recent,2000s
2004,5,2.86%,1852923.93,2.6772,0.41,1.35,10.88,recent,2000s
2004,6,-2.24%,1811441.05,2.6772,0.41,1.35,10.88,recent,2000s
2004,7,-1.39%,1786306.03,2.6772,0.41,1.35,10.88,recent,2000s
2004,8,2.78%,1836012.22,2.6772,0.41,1.35,10.88,recent,2000s
2004,9,0.10%,1837895.88,2.6772,0.41,1.35,10.88,recent,2000s
2004,10,4.77%,1925635.12,2.6772,0.41,1.35,10.88,recent,2000s
2004,11,2.73%,1978155.81,2.6772,0.41,1.35,10.88,recent,2000s
2004,12,-1.35%,1951466.1,2.6772,0.41,1.35,10.88,recent,2000s
2005,1,1.68%,1984274.28,3.3927,0.72,3.22,4.91,recent,2000s
2005,2,-0.26%,1979202.71,3.3927,0.72,3.22,4.91,recent,2000s
2005,3,-2.41%,1931525.33,3.3927,0.72,3.22,4.91,recent,2000s
2005,4,1.34%,1957328.01,3.3927,0.72,3.22,4.91,recent,2000s
2005,5,2.18%,2000011.41,3.3927,0.72,3.22,4.91,recent,2000s
2005,6,1.81%,2036167.44,3.3927,0.72,3.22,4.91,recent,2000s
2005,7,0.31%,2042479.93,3.3927,0.72,3.22,4.91,recent,2000s
2005,8,0.28%,2048192.55,3.3927,0.72,3.22,4.91,recent,2000s
2005,9,-2.62%,1994443.48,3.3927,0.72,3.22,4.91,recent,2000s
2005,10,3.96%,2073454.2,3.3927,0.72,3.22,4.91,recent,2000s
2005,11,2.14%,2117911.7800000003,3.3927,0.72,3.22,4.91,recent,2000s
2005,12,1.47%,2148976.67,3.3927,0.72,3.22,4.91,recent,2000s
2006,1,-0.02%,2148619.09,3.2259,-0.17,4.97,15.79,recent,2000s
2006,2,1.49%,2180550.53,3.2259,-0.17,4.97,15.79,recent,2000s
2006,3,0.80%,2197958.55,3.2259,-0.17,4.97,15.79,recent,2000s
2006,4,-0.79%,2180668.63,3.2259,-0.17,4.97,15.79,recent,2000s
2006,5,-2.71%,2121664.25,3.2259,-0.17,4.97,15.79,recent,2000s
2006,6,0.72%,2136941.09,3.2259,-0.17,4.97,15.79,recent,2000s
2006,7,2.29%,2185914.64,3.2259,-0.17,4.97,15.79,recent,2000s
2006,8,2.53%,2241243.9299999997,3.2259,-0.17,4.97,15.79,recent,2000s
2006,9,3.62%,2322285.36,3.2259,-0.17,4.97,15.79,recent,2000s
2006,10,2.00%,2368769.22,3.2259,-0.17,4.97,15.79,recent,2000s
2006,11,2.15%,2419656.66,3.2259,-0.17,4.97,15.79,recent,2000s
2006,12,0.69%,2436420.69,3.2259,-0.17,4.97,15.79,recent,2000s
2007,1,1.60%,2475307.13,2.8527,-0.37,5.02,5.49,recent,2000s
2007,2,-2.47%,2414070.73,2.8527,-0.37,5.02,5.49,recent,2000s
2007,3,4.18%,2514985.16,2.8527,-0.37,5.02,5.49,recent,2000s
2007,4,3.39%,2600287.25,2.8527,-0.37,5.02,5.49,recent,2000s
2007,5,0.34%,2609255.68,2.8527,-0.37,5.02,5.49,recent,2000s
2007,6,0.57%,2624248.9699999997,2.8527,-0.37,5.02,5.49,recent,2000s
2007,7,-4.20%,2514001.44,2.8527,-0.37,5.02,5.49,recent,2000s
2007,8,3.07%,2591300.54,2.8527,-0.37,5.02,5.49,recent,2000s
2007,9,2.99%,2668822.74,2.8527,-0.37,5.02,5.49,recent,2000s
2007,10,-4.81%,2540550.84,2.8527,-0.37,5.02,5.49,recent,2000s
2007,11,1.24%,2572008.4699999997,2.8527,-0.37,5.02,5.49,recent,2000s
2007,12,-6.64%,2401350.63,2.8527,-0.37,5.02,5.49,recent,2000s
2008,1,-1.56%,2363794.3299999996,3.8391,0.99,1.92,-37,recent,2000s
2008,2,-2.63%,2301706.07,3.8391,0.99,1.92,-37,recent,2000s
2008,3,4.24%,2399385.9299999997,3.8391,0.99,1.92,-37,recent,2000s
2008,4,2.56%,2460872.69,3.8391,0.99,1.92,-37,recent,2000s
2008,5,-4.25%,2356369.71,3.8391,0.99,1.92,-37,recent,2000s
2008,6,-6.08%,2213138.4499999997,3.8391,0.99,1.92,-37,recent,2000s
2008,7,2.11%,2259847.51,3.8391,0.99,1.92,-37,recent,2000s
2008,8,-4.85%,2150300.58,3.8391,0.99,1.92,-37,recent,2000s
2008,9,-20.19%,1716077.81,3.8391,0.99,1.92,-37,recent,2000s
2008,10,-8.61%,1568403.34,3.8391,0.99,1.92,-37,recent,2000s
2008,11,-0.35%,1562894.84,3.8391,0.99,1.92,-37,recent,2000s
2008,12,-1.10%,1545772.44,3.8391,0.99,1.92,-37,recent,2000s
2009,1,-6.70%,1442166.94,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,2,-5.69%,1360144.61,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,3,12.32%,1527738.23,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,4,6.66%,1629482.88,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,5,2.87%,1676230.48,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,6,1.28%,1697646.7,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,7,8.12%,1835508.26,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,8,3.65%,1902510.61,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,9,2.40%,1948230,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,10,2.09%,1989032.29,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,11,2.23%,2033305.31,-0.3555,-4.19,0.16,26.46,recent,2000s
2009,12,1.36%,2060896.61,-0.3555,-4.19,0.16,26.46,recent,2000s
2010,1,-2.90%,2001162.07,1.64,2,0.18,15.06,recent,2010s
2010,2,5.94%,2120091.8499999996,1.64,2,0.18,15.06,recent,2010s
2010,3,4.09%,2206759.72,1.64,2,0.18,15.06,recent,2010s
2010,4,-5.88%,2076949.36,1.64,2,0.18,15.06,recent,2010s
2010,5,-3.54%,2003351.33,1.64,2,0.18,15.06,recent,2010s
2010,6,-0.16%,2000164.54,1.64,2,0.18,15.06,recent,2010s
2010,7,0.86%,2017438.19,1.64,2,0.18,15.06,recent,2010s
2010,8,3.37%,2085449.15,1.64,2,0.18,15.06,recent,2010s
2010,9,4.58%,2180909.26,1.64,2,0.18,15.06,recent,2010s
2010,10,2.49%,2235233.8499999996,1.64,2,0.18,15.06,recent,2010s
2010,11,3.71%,2318244.53,1.64,2,0.18,15.06,recent,2010s
2010,12,3.46%,2398506.64,1.64,2,0.18,15.06,recent,2010s
2011,1,3.15%,2474080.32,3.1568,1.52,0.1,2.11,recent,2010s
2011,2,-1.11%,2446557.14,3.1568,1.52,0.1,2.11,recent,2010s
2011,3,2.22%,2500894.76,3.1568,1.52,0.1,2.11,recent,2010s
2011,4,0.66%,2517381.53,3.1568,1.52,0.1,2.11,recent,2010s
2011,5,-3.66%,2425179.9099999997,3.1568,1.52,0.1,2.11,recent,2010s
2011,6,3.10%,2500402.58,3.1568,1.52,0.1,2.11,recent,2010s
2011,7,-10.40%,2240344.53,3.1568,1.52,0.1,2.11,recent,2010s
2011,8,-0.79%,2222662.72,3.1568,1.52,0.1,2.11,recent,2010s
2011,9,3.02%,2289762.82,3.1568,1.52,0.1,2.11,recent,2010s
2011,10,1.77%,2330225.74,3.1568,1.52,0.1,2.11,recent,2010s
2011,11,1.55%,2366454.94,3.1568,1.52,0.1,2.11,recent,2010s
2011,12,4.78%,2479632.02,3.1568,1.52,0.1,2.11,recent,2010s
2012,1,4.16%,2582849.4,2.0693,-1.09,0.14,16,recent,2010s
2012,2,2.88%,2657334.58,2.0693,-1.09,0.14,16,recent,2010s
2012,3,-0.04%,2656319.2,2.0693,-1.09,0.14,16,recent,2010s
2012,4,-3.09%,2574213.64,2.0693,-1.09,0.14,16,recent,2010s
2012,5,-1.15%,2544548.12,2.0693,-1.09,0.14,16,recent,2010s
2012,6,2.92%,2618876.58,2.0693,-1.09,0.14,16,recent,2010s
2012,7,3.39%,2707596.2800000003,2.0693,-1.09,0.14,16,recent,2010s
2012,8,3.02%,2789397.26,2.0693,-1.09,0.14,16,recent,2010s
2012,9,-0.22%,2783340.51,2.0693,-1.09,0.14,16,recent,2010s
2012,10,-2.84%,2704363.3899999997,2.0693,-1.09,0.14,16,recent,2010s
2012,11,2.18%,2763197.77,2.0693,-1.09,0.14,16,recent,2010s
2012,12,4.27%,2881152.09,2.0693,-1.09,0.14,16,recent,2010s
2013,1,2.33%,2948370,1.4648,-0.6,0.11,32.39,recent,2010s
2013,2,2.72%,3028638.01,1.4648,-0.6,0.11,32.39,recent,2010s
2013,3,1.45%,3072668.09,1.4648,-0.6,0.11,32.39,recent,2010s
2013,4,4.57%,3213220.22,1.4648,-0.6,0.11,32.39,recent,2010s
2013,5,-1.12%,3177303.65,1.4648,-0.6,0.11,32.39,recent,2010s
2013,6,3.25%,3280708.27,1.4648,-0.6,0.11,32.39,recent,2010s
2013,7,0.25%,3288992.99,1.4648,-0.6,0.11,32.39,recent,2010s
2013,8,1.19%,3328213.15,1.4648,-0.6,0.11,32.39,recent,2010s
2013,9,2.12%,3398689.73,1.4648,-0.6,0.11,32.39,recent,2010s
2013,10,3.86%,3529878.9499999997,1.4648,-0.6,0.11,32.39,recent,2010s
2013,11,1.52%,3583591.76,1.4648,-0.6,0.11,32.39,recent,2010s
2013,12,0.97%,3618274.04,1.4648,-0.6,0.11,32.39,recent,2010s
2014,1,-0.13%,3613568.98,1.6222,0.16,0.09,13.69,recent,2010s
2014,2,2.72%,3711940.06,1.6222,0.16,0.09,13.69,recent,2010s
2014,3,0.20%,3719427.94,1.6222,0.16,0.09,13.69,recent,2010s
2014,4,1.53%,3776410.86,1.6222,0.16,0.09,13.69,recent,2010s
2014,5,3.20%,3897116.96,1.6222,0.16,0.09,13.69,recent,2010s
2014,6,1.50%,3955410.89,1.6222,0.16,0.09,13.69,recent,2010s
2014,7,-0.43%,3938523.23,1.6222,0.16,0.09,13.69,recent,2010s
2014,8,1.78%,4008551.51,1.6222,0.16,0.09,13.69,recent,2010s
2014,9,-2.65%,3902461.84,1.6222,0.16,0.09,13.69,recent,2010s
2014,10,5.71%,4125122.74,1.6222,0.16,0.09,13.69,recent,2010s
2014,11,0.63%,4151271.38,1.6222,0.16,0.09,13.69,recent,2010s
2014,12,-1.11%,4105190.38,1.6222,0.16,0.09,13.69,recent,2010s
2015,1,2.83%,4221260.45,0.1186,-1.5,0.13,1.38,recent,2010s
2015,2,0.06%,4223597.49,0.1186,-1.5,0.13,1.38,recent,2010s
2015,3,0.88%,4260697.970000001,0.1186,-1.5,0.13,1.38,recent,2010s
2015,4,0.98%,4302406.109999999,0.1186,-1.5,0.13,1.38,recent,2010s
2015,5,-0.44%,4283669.13,0.1186,-1.5,0.13,1.38,recent,2010s
2015,6,-0.08%,4280258.04,0.1186,-1.5,0.13,1.38,recent,2010s
2015,7,-2.42%,4176487.57,0.1186,-1.5,0.13,1.38,recent,2010s
2015,8,-4.51%,3988249.29,0.1186,-1.5,0.13,1.38,recent,2010s
2015,9,4.32%,4160426.77,0.1186,-1.5,0.13,1.38,recent,2010s
2015,10,2.93%,4282430.04,0.1186,-1.5,0.13,1.38,recent,2010s
2015,11,-1.10%,4235196.119999999,0.1186,-1.5,0.13,1.38,recent,2010s
2015,12,-6.42%,3963312.55,0.1186,-1.5,0.13,1.38,recent,2010s
2016,1,-0.55%,3941517.94,1.2616,1.14,0.39,11.96,recent,2010s
2016,2,6.36%,4192305.98,1.2616,1.14,0.39,11.96,recent,2010s
2016,3,2.83%,4311001.08,1.2616,1.14,0.39,11.96,recent,2010s
2016,4,-0.30%,4297879.89,1.2616,1.14,0.39,11.96,recent,2010s
2016,5,1.07%,4343716.359999999,1.2616,1.14,0.39,11.96,recent,2010s
2016,6,3.30%,4486947.75,1.2616,1.14,0.39,11.96,recent,2010s
2016,7,1.20%,4540757.79,1.2616,1.14,0.39,11.96,recent,2010s
2016,8,-0.44%,4520838.79,1.2616,1.14,0.39,11.96,recent,2010s
2016,9,-0.51%,4497964.2,1.2616,1.14,0.39,11.96,recent,2010s
2016,10,1.20%,4551991.98,1.2616,1.14,0.39,11.96,recent,2010s
2016,11,3.95%,4731611.930000001,1.2616,1.14,0.39,11.96,recent,2010s
